Year,Business Type,Business Name,address,Has Tobacco License,Has Liquor License,Crime Type,#Crimes,#Arrests,#On Premises
2001,School,Guitar Chicago,150 n michigan ave ,False,False,THEFT,4190,903,1
2001,Restaurant,Baja Fresh,180 n michigan ave ,False,False,THEFT,4190,903,1
2001,Restaurant,Noodles & Company,180 n michigan ave ,False,False,THEFT,4190,903,1
2001,Restaurant,Sixty Five Chinese Restaurant,201 w madison st ,False,False,NARCOTICS,3825,3824,1
2001,Restaurant,Dunkin' Donuts,201 w madison st ,False,False,NARCOTICS,3825,3824,1
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Mezza,181 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,NARCOTICS,3815,3814,1
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,NARCOTICS,3760,3759,1
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,NARCOTICS,3760,3759,1
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,NARCOTICS,3760,3759,1
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,NARCOTICS,3760,3759,1
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,NARCOTICS,3760,3759,1
2001,Grocery,Bockwinkel's,222 n columbus dr ,True,False,THEFT,3722,499,4
2001,Restaurant,Uncle Abe's Deli,122 s franklin st ,False,False,NARCOTICS,3560,3559,1
2001,Restaurant,Quizno's,128 s franklin st ,False,False,NARCOTICS,3560,3559,1
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,NARCOTICS,3551,3550,1
2001,Restaurant,Around the Corner,325 s franklin st ,False,False,NARCOTICS,3548,3548,1
2001,Restaurant,Pockets,329 s franklin st ,False,False,NARCOTICS,3548,3548,1
2001,Restaurant,I Dream Of Falafel,331 s franklin st ,False,False,NARCOTICS,3548,3548,1
2001,Restaurant,Petra Cafe,331 s franklin st ,False,False,NARCOTICS,3548,3548,1
2001,Restaurant,Quiznos,333 s franklin st ,False,False,NARCOTICS,3548,3548,1
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,NARCOTICS,3508,3508,1
2001,Restaurant,The Green at Grant Park,352 e monroe st ,False,False,BATTERY,3469,706,1
2001,Restaurant,Indian Express,120 n wells st ,False,False,NARCOTICS,3441,3440,1
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,NARCOTICS,3441,3440,1
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,NARCOTICS,3441,3440,1
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,NARCOTICS,3441,3440,1
2001,Restaurant,Curried Loop,171 n wells st ,False,False,NARCOTICS,3441,3440,1
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,NARCOTICS,3441,3440,1
2001,Restaurant,Billy Goat Tavern & Grill,330 s wells st ,True,False,NARCOTICS,3427,3427,2
2001,Restaurant,Lai Lai Oriental Express,330 s wells st ,False,False,NARCOTICS,3427,3427,2
2001,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,BATTERY,3335,628,2
2001,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,BATTERY,3335,628,2
2001,Restaurant,South Branch,100 s wacker dr ,False,False,BATTERY,3335,628,2
2001,Restaurant,Pret A Manger,211 w adams st ,False,False,BATTERY,3311,606,2
2001,Restaurant,Sopraffina Marketcaffe,222 w adams st ,False,False,BATTERY,3311,606,2
2001,Restaurant,Sbarro,211 w adams st ,False,False,BATTERY,3311,606,2
2001,Restaurant,Cosi,230 w monroe st ,False,False,BATTERY,3267,613,3
2001,Restaurant,Bon Appetit,227 w monroe st ,False,True,BATTERY,3267,613,3
2001,Restaurant,Jersey Mike's Subs,200 w monroe st ,False,False,BATTERY,3267,613,3
2001,Restaurant,Spa Cafe,112 w monroe st ,False,False,BATTERY,3254,624,1
2001,Restaurant,I Dream of Falafel,112 w monroe st ,False,False,BATTERY,3254,624,1
2001,Restaurant,Boston Blackies,120 s riverside plz ,False,False,BATTERY,3176,584,1
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,BATTERY,3174,620,9
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,BATTERY,3162,576,2
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,BATTERY,3162,576,2
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,BATTERY,3162,576,2
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,BATTERY,3162,576,2
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,BATTERY,3162,576,2
2001,Restaurant,Delmonico,111 w washington st ,False,False,BATTERY,3141,606,4
2001,Restaurant,BomBon 4,170 w washington st ,False,False,BATTERY,3141,606,4
2001,Restaurant,Ruby of Siam,170 w washington st ,False,False,BATTERY,3141,606,4
2001,Restaurant,Cardozo's Pub,170 w washington st ,True,False,BATTERY,3141,606,4
2001,Restaurant,Native Foods Cafe,218 s clark st ,False,False,THEFT,3132,333,4
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Mezza,181 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,BATTERY,3110,599,6
2001,Restaurant,Protein Bar,221 w washington st ,False,False,BATTERY,3108,596,2
2001,Restaurant,Med Kitchen,219 w washington st ,False,False,BATTERY,3108,596,2
2001,Restaurant,Sixty Five Chinese Restaurant,201 w madison st ,False,False,BATTERY,3089,589,1
2001,Restaurant,Dunkin' Donuts,201 w madison st ,False,False,BATTERY,3089,589,1
2001,Restaurant,Potbelly Sandwich Works,303 w madison st ,False,False,BATTERY,3064,583,1
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,NARCOTICS,3060,3059,1
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,NARCOTICS,3060,3059,1
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,NARCOTICS,3060,3059,1
2001,Restaurant,The Metropolitan Club,233 s wacker dr ,False,False,BATTERY,3056,562,1
2001,Restaurant,Venice Cafe,233 s wacker dr ,False,False,BATTERY,3056,562,1
2001,Restaurant,Currents on the River,200 s wacker dr ,False,False,BATTERY,3056,562,1
2001,Restaurant,Subway,125 s clark st ,False,False,THEFT,3042,327,5
2001,Restaurant,Spa Cafe,112 w monroe st ,False,False,THEFT,3011,324,5
2001,Restaurant,I Dream of Falafel,112 w monroe st ,False,False,THEFT,3011,324,5
2001,Restaurant,Around the Corner,325 s franklin st ,False,False,BATTERY,2994,535,1
2001,Restaurant,Pockets,329 s franklin st ,False,False,BATTERY,2994,535,1
2001,Restaurant,I Dream Of Falafel,331 s franklin st ,False,False,BATTERY,2994,535,1
2001,Restaurant,Petra Cafe,331 s franklin st ,False,False,BATTERY,2994,535,1
2001,Restaurant,Quiznos,333 s franklin st ,False,False,BATTERY,2994,535,1
2001,Restaurant,Indian Express,120 n wells st ,False,False,BATTERY,2993,576,2
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,THEFT,2993,304,14
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,BATTERY,2993,576,2
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,BATTERY,2993,576,2
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,BATTERY,2993,576,2
2001,Restaurant,Curried Loop,171 n wells st ,False,False,BATTERY,2993,576,2
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,BATTERY,2993,576,2
2001,Restaurant,Palm Restaurant,323 e wacker dr ,True,False,THEFT,2938,165,5
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,BATTERY,2931,526,1
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Mezza,181 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,THEFT,2869,323,13
2001,Restaurant,Billy Goat Tavern & Grill,330 s wells st ,True,False,BATTERY,2800,500,1
2001,Restaurant,Lai Lai Oriental Express,330 s wells st ,False,False,BATTERY,2800,500,1
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,BATTERY,2797,540,2
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,BATTERY,2797,540,2
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,BATTERY,2797,540,2
2001,Restaurant,Delmonico,111 w washington st ,False,False,THEFT,2787,285,10
2001,Restaurant,BomBon 4,170 w washington st ,False,False,THEFT,2787,285,10
2001,Restaurant,Ruby of Siam,170 w washington st ,False,False,THEFT,2787,285,10
2001,Restaurant,Cardozo's Pub,170 w washington st ,True,False,THEFT,2787,285,10
2001,Restaurant,Freshii,311 s wacker dr ,False,False,BATTERY,2781,490,2
2001,Restaurant,Pazzo's @ 311,311 s wacker dr ,False,False,BATTERY,2781,490,2
2001,Restaurant,Oriental Express,233 e wacker dr ,False,False,THEFT,2715,139,5
2001,Restaurant,Pret A Manger,211 w adams st ,False,False,THEFT,2674,313,6
2001,Restaurant,Sopraffina Marketcaffe,222 w adams st ,False,False,THEFT,2674,313,6
2001,Restaurant,Sbarro,211 w adams st ,False,False,THEFT,2674,313,6
2001,Restaurant,Cosi,230 w monroe st ,False,False,THEFT,2661,312,10
2001,Restaurant,Bon Appetit,227 w monroe st ,False,True,THEFT,2661,312,10
2001,Restaurant,Jersey Mike's Subs,200 w monroe st ,False,False,THEFT,2661,312,10
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,THEFT,2652,262,7
2001,Restaurant,Uncle Abe's Deli,122 s franklin st ,False,False,THEFT,2604,302,4
2001,Restaurant,Quizno's,128 s franklin st ,False,False,THEFT,2604,302,4
2001,Restaurant,Nicola's Pizzeria,400 s financial pl ,False,False,BATTERY,2600,463,2
2001,Restaurant,Bionda To Go,400 s financial pl ,False,False,BATTERY,2600,463,2
2001,Restaurant,Finkls Deli,400 s financial pl ,False,False,BATTERY,2600,463,2
2001,Restaurant,Skrine Chops,400 s financial pl ,False,False,BATTERY,2600,463,2
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,BATTERY,2521,445,5
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,BATTERY,2521,445,5
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,BATTERY,2521,445,5
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,BATTERY,2521,445,5
2001,Restaurant,Sixty Five Chinese Restaurant,201 w madison st ,False,False,THEFT,2513,310,8
2001,Restaurant,Dunkin' Donuts,201 w madison st ,False,False,THEFT,2513,310,8
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,NARCOTICS,2510,2510,1
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,NARCOTICS,2510,2510,1
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,NARCOTICS,2510,2510,1
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,NARCOTICS,2510,2510,1
2001,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,THEFT,2471,304,5
2001,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,THEFT,2471,304,5
2001,Restaurant,South Branch,100 s wacker dr ,False,False,THEFT,2471,304,5
2001,Restaurant,Chen's Chinese Express,201 n clark st ,False,False,NARCOTICS,2468,2468,1
2001,Restaurant,Toro Sushi Express,201 n clark st ,False,False,NARCOTICS,2468,2468,1
2001,Restaurant,Green Apple,201 n clark st ,False,False,NARCOTICS,2468,2468,1
2001,Restaurant,Jaffa Bakery,201 n clark st ,False,False,NARCOTICS,2468,2468,1
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,THEFT,2460,125,6
2001,Restaurant,Indian Express,120 n wells st ,False,False,THEFT,2427,270,14
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,THEFT,2427,270,14
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,THEFT,2427,270,14
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,THEFT,2427,270,14
2001,Restaurant,Curried Loop,171 n wells st ,False,False,THEFT,2427,270,14
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,THEFT,2427,270,14
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,NARCOTICS,2423,2423,1
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,NARCOTICS,2423,2423,1
2001,Restaurant,Protein Bar,221 w washington st ,False,False,THEFT,2413,273,6
2001,Restaurant,Med Kitchen,219 w washington st ,False,False,THEFT,2413,273,6
2001,Restaurant,Potbelly Sandwich Works,303 w madison st ,False,False,THEFT,2321,301,4
2001,Restaurant,Rosie's Cafe & Catering,111 n canal st ,False,False,BATTERY,2308,425,3
2001,Restaurant,The Metropolitan Club,233 s wacker dr ,False,False,THEFT,2285,290,7
2001,Restaurant,Venice Cafe,233 s wacker dr ,False,False,THEFT,2285,290,7
2001,Restaurant,Currents on the River,200 s wacker dr ,False,False,THEFT,2285,290,7
2001,Restaurant,Custom House Tavern,500 s dearborn st ,False,True,BATTERY,2282,402,2
2001,Restaurant,Potbelly's Sandwich Works,542 s dearborn st ,False,False,BATTERY,2282,402,2
2001,Restaurant,Around the Corner,325 s franklin st ,False,False,THEFT,2257,272,9
2001,Restaurant,Pockets,329 s franklin st ,False,False,THEFT,2257,272,9
2001,Restaurant,I Dream Of Falafel,331 s franklin st ,False,False,THEFT,2257,272,9
2001,Restaurant,Petra Cafe,331 s franklin st ,False,False,THEFT,2257,272,9
2001,Restaurant,Quiznos,333 s franklin st ,False,False,THEFT,2257,272,9
2001,Grocery,Bockwinkel's,222 n columbus dr ,True,False,BATTERY,2225,456,3
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,THEFT,2215,285,3
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,THEFT,2215,285,3
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,THEFT,2215,285,3
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,THEFT,2215,285,3
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,THEFT,2215,285,3
2001,Restaurant,Trattoria Caterina,616 s dearborn st ,False,False,BATTERY,2204,383,2
2001,Restaurant,Standing Room Only,610 s dearborn st ,False,False,BATTERY,2204,383,2
2001,Restaurant,Amarit Thai Restaurant,600 s dearborn st ,False,False,BATTERY,2204,383,2
2001,Restaurant,Taste of Siam Inc,600 s dearborn st ,False,False,BATTERY,2204,383,2
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,THEFT,2187,180,3
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,THEFT,2187,180,3
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,THEFT,2187,180,3
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,THEFT,2187,180,3
2001,Restaurant,Nicola's Pizzeria,400 s financial pl ,False,False,THEFT,2185,183,1
2001,Restaurant,Bionda To Go,400 s financial pl ,False,False,THEFT,2185,183,1
2001,Restaurant,Finkls Deli,400 s financial pl ,False,False,THEFT,2185,183,1
2001,Restaurant,Skrine Chops,400 s financial pl ,False,False,THEFT,2185,183,1
2001,Restaurant,Billy Goat Tavern & Grill,330 s wells st ,True,False,THEFT,2166,221,7
2001,Restaurant,Lai Lai Oriental Express,330 s wells st ,False,False,THEFT,2166,221,7
2001,Restaurant,Taza,176 n franklin st ,False,False,BATTERY,2097,391,1
2001,Restaurant,Dagwood's Sandwich Factory,162 n franklin st ,False,False,BATTERY,2097,391,1
2001,Restaurant,Goodwin's,175 n franklin st ,False,False,BATTERY,2097,391,1
2001,Restaurant,Chickadilly's Charhouse,176 n franklin st ,False,False,BATTERY,2097,391,1
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,THEFT,2091,185,10
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,THEFT,2091,185,10
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,THEFT,2091,185,10
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,BATTERY,2061,388,2
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,BATTERY,2061,388,2
2001,Restaurant,Chen's Chinese Express,201 n clark st ,False,False,BATTERY,2039,389,2
2001,Restaurant,Toro Sushi Express,201 n clark st ,False,False,BATTERY,2039,389,2
2001,Restaurant,Green Apple,201 n clark st ,False,False,BATTERY,2039,389,2
2001,Restaurant,Jaffa Bakery,201 n clark st ,False,False,BATTERY,2039,389,2
2001,Restaurant,Freshii,311 s wacker dr ,False,False,THEFT,2007,197,6
2001,Restaurant,Pazzo's @ 311,311 s wacker dr ,False,False,THEFT,2007,197,6
2001,Restaurant,Custom House Tavern,500 s dearborn st ,False,True,THEFT,1990,168,5
2001,Restaurant,Potbelly's Sandwich Works,542 s dearborn st ,False,False,THEFT,1990,168,5
2001,Restaurant,Chen's Chinese Express,201 n clark st ,False,False,THEFT,1934,116,6
2001,Restaurant,Toro Sushi Express,201 n clark st ,False,False,THEFT,1934,116,6
2001,Restaurant,Green Apple,201 n clark st ,False,False,THEFT,1934,116,6
2001,Restaurant,Jaffa Bakery,201 n clark st ,False,False,THEFT,1934,116,6
2001,Restaurant,Trattoria Caterina,616 s dearborn st ,False,False,THEFT,1903,161,5
2001,Restaurant,Standing Room Only,610 s dearborn st ,False,False,THEFT,1903,161,5
2001,Restaurant,Amarit Thai Restaurant,600 s dearborn st ,False,False,THEFT,1903,161,5
2001,Restaurant,Taste of Siam Inc,600 s dearborn st ,False,False,THEFT,1903,161,5
2001,Restaurant,Pat's Pizzeria,628 s clark st ,False,False,THEFT,1778,152,5
2001,Restaurant,Villains Bar and Grill,649 s clark st ,False,False,THEFT,1778,152,5
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,NARCOTICS,1766,1766,1
2001,Restaurant,Palm Restaurant,323 e wacker dr ,True,False,BATTERY,1766,345,2
2001,Restaurant,Taza,176 n franklin st ,False,False,THEFT,1681,108,14
2001,Restaurant,Dagwood's Sandwich Factory,162 n franklin st ,False,False,THEFT,1681,108,14
2001,Restaurant,Goodwin's,175 n franklin st ,False,False,THEFT,1681,108,14
2001,Restaurant,Chickadilly's Charhouse,176 n franklin st ,False,False,THEFT,1681,108,14
2001,Restaurant,Oriental Express,233 e wacker dr ,False,False,BATTERY,1664,336,2
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,THEFT,1662,108,3
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,THEFT,1662,108,3
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,BATTERY,1649,331,5
2001,Restaurant,Rosie's Cafe & Catering,111 n canal st ,False,False,THEFT,1646,114,6
2001,Restaurant,Estelle's Kitchens,305 w lake st ,False,False,THEFT,1637,106,4
2001,Grocery,Urban Pantry,730 s clark st ,True,False,BATTERY,1626,265,1
2001,Restaurant,Hackney's Printers' Row,733 s dearborn st ,False,False,THEFT,1614,133,9
2001,Restaurant,Flaco's Tacos,725 s dearborn st ,False,True,THEFT,1614,133,9
2001,Restaurant,Cafe Mediterra,728 s dearborn st ,False,False,THEFT,1614,133,9
2001,Grocery,Urban Pantry,730 s clark st ,True,False,THEFT,1564,130,7
2001,Restaurant,Yolk,1120 s michigan ave ,False,False,THEFT,1556,354,1
2001,Restaurant,Caffe Baci,225 w wacker dr ,False,False,THEFT,1456,78,7
2001,Restaurant,Native Foods Cafe,218 s clark st ,False,False,CRIMINAL DAMAGE,1326,126,2
2001,Restaurant,Pret A Manger,211 w adams st ,False,False,CRIMINAL DAMAGE,1310,120,3
2001,Restaurant,Sopraffina Marketcaffe,222 w adams st ,False,False,CRIMINAL DAMAGE,1310,120,3
2001,Restaurant,Sbarro,211 w adams st ,False,False,CRIMINAL DAMAGE,1310,120,3
2001,Restaurant,Subway,125 s clark st ,False,False,CRIMINAL DAMAGE,1289,118,1
2001,Restaurant,Spa Cafe,112 w monroe st ,False,False,CRIMINAL DAMAGE,1271,110,3
2001,Restaurant,I Dream of Falafel,112 w monroe st ,False,False,CRIMINAL DAMAGE,1271,110,3
2001,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,CRIMINAL DAMAGE,1250,111,2
2001,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,CRIMINAL DAMAGE,1250,111,2
2001,Restaurant,South Branch,100 s wacker dr ,False,False,CRIMINAL DAMAGE,1250,111,2
2001,Restaurant,Cosi,230 w monroe st ,False,False,CRIMINAL DAMAGE,1249,109,3
2001,Restaurant,Bon Appetit,227 w monroe st ,False,True,CRIMINAL DAMAGE,1249,109,3
2001,Restaurant,Jersey Mike's Subs,200 w monroe st ,False,False,CRIMINAL DAMAGE,1249,109,3
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,CRIMINAL DAMAGE,1243,95,5
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,CRIMINAL DAMAGE,1232,116,2
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,CRIMINAL DAMAGE,1232,116,2
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,CRIMINAL DAMAGE,1232,116,2
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,CRIMINAL DAMAGE,1232,116,2
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,CRIMINAL DAMAGE,1232,116,2
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,CRIMINAL DAMAGE,1214,104,1
2001,Restaurant,Delmonico,111 w washington st ,False,False,CRIMINAL DAMAGE,1213,91,3
2001,Restaurant,BomBon 4,170 w washington st ,False,False,CRIMINAL DAMAGE,1213,91,3
2001,Restaurant,Ruby of Siam,170 w washington st ,False,False,CRIMINAL DAMAGE,1213,91,3
2001,Restaurant,Cardozo's Pub,170 w washington st ,True,False,CRIMINAL DAMAGE,1213,91,3
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Mezza,181 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,CRIMINAL DAMAGE,1196,99,4
2001,Restaurant,Around the Corner,325 s franklin st ,False,False,CRIMINAL DAMAGE,1174,101,1
2001,Restaurant,Pockets,329 s franklin st ,False,False,CRIMINAL DAMAGE,1174,101,1
2001,Restaurant,I Dream Of Falafel,331 s franklin st ,False,False,CRIMINAL DAMAGE,1174,101,1
2001,Restaurant,Petra Cafe,331 s franklin st ,False,False,CRIMINAL DAMAGE,1174,101,1
2001,Restaurant,Quiznos,333 s franklin st ,False,False,CRIMINAL DAMAGE,1174,101,1
2001,Restaurant,Protein Bar,221 w washington st ,False,False,CRIMINAL DAMAGE,1165,87,2
2001,Restaurant,Med Kitchen,219 w washington st ,False,False,CRIMINAL DAMAGE,1165,87,2
2001,Restaurant,Sixty Five Chinese Restaurant,201 w madison st ,False,False,CRIMINAL DAMAGE,1160,94,2
2001,Restaurant,Dunkin' Donuts,201 w madison st ,False,False,CRIMINAL DAMAGE,1160,94,2
2001,Restaurant,Potbelly Sandwich Works,303 w madison st ,False,False,CRIMINAL DAMAGE,1149,93,1
2001,Restaurant,Indian Express,120 n wells st ,False,False,CRIMINAL DAMAGE,1144,86,8
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,CRIMINAL DAMAGE,1144,86,8
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,CRIMINAL DAMAGE,1144,86,8
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,CRIMINAL DAMAGE,1144,86,8
2001,Restaurant,Curried Loop,171 n wells st ,False,False,CRIMINAL DAMAGE,1144,86,8
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,CRIMINAL DAMAGE,1144,86,8
2001,Restaurant,Billy Goat Tavern & Grill,330 s wells st ,True,False,CRIMINAL DAMAGE,1141,95,3
2001,Restaurant,Lai Lai Oriental Express,330 s wells st ,False,False,CRIMINAL DAMAGE,1141,95,3
2001,Restaurant,Freshii,311 s wacker dr ,False,False,CRIMINAL DAMAGE,1127,96,2
2001,Restaurant,Pazzo's @ 311,311 s wacker dr ,False,False,CRIMINAL DAMAGE,1127,96,2
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,CRIMINAL DAMAGE,1088,81,1
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,CRIMINAL DAMAGE,1088,81,1
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,CRIMINAL DAMAGE,1088,81,1
2001,Grocery,Bockwinkel's,222 n columbus dr ,True,False,CRIMINAL DAMAGE,1004,76,1
2001,Restaurant,Custom House Tavern,500 s dearborn st ,False,True,CRIMINAL DAMAGE,999,82,3
2001,Restaurant,Potbelly's Sandwich Works,542 s dearborn st ,False,False,CRIMINAL DAMAGE,999,82,3
2001,Restaurant,Trattoria Caterina,616 s dearborn st ,False,False,CRIMINAL DAMAGE,965,77,2
2001,Restaurant,Standing Room Only,610 s dearborn st ,False,False,CRIMINAL DAMAGE,965,77,2
2001,Restaurant,Amarit Thai Restaurant,600 s dearborn st ,False,False,CRIMINAL DAMAGE,965,77,2
2001,Restaurant,Taste of Siam Inc,600 s dearborn st ,False,False,CRIMINAL DAMAGE,965,77,2
2001,Restaurant,Rosie's Cafe & Catering,111 n canal st ,False,False,CRIMINAL DAMAGE,964,56,1
2001,Restaurant,Subway,125 s clark st ,False,False,OTHER OFFENSE,951,272,3
